"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"Android","peym00",75,"MT6893Z/CZA, mt6893",13409.166667
"Android","2410crp4cg",89,,13386.45
"Windows","83LV",88,"AMD Ryzen 9 8945HX with Radeon Graphics        ",13386.066667
"Android","redmi 5 plus",76,"qualcomm 625",13355.116667
"Windows","NBLK-WAX9X",70,"AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ",13299.75
"Android","phk110",93,,13284.8
"Android","le2110",89,"qualcomm 888",13267.116667
"Android","2312draabc",75,,13239.083333
"Android","pchm10",81,"qualcomm technologies, inc sdm665 qcom",13233.616667
"Android","phj110",76,"mediatek 700",13226.833333
"MAC","MacBookAir8,2",52,,13221.75
"Windows","System Product Name",85,"Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz",13212.85
"Android","vyg-al00",84,,13175.366667
"Android","25098pn5ac",97,,13120.266667
"Windows","83K0",78,"13th Gen Intel(R) Core(TM) i5-13420H",13109.15
"Android","juy-al00",80,"Kirin 710",13107.4
"Android","ags2-al00",68,,13092.883333
"Windows","81Q5",70,"Intel(R) Core(TM) i5-9300HF CPU @ 2.40GHz",13090.65
"Android","noh-an00",88,"Kirin 9000",13070.616667
"Android","v2238a",87,"mediatek 8200",13049.666667
"Windows","HP Laptop 14s-fr1xxx",76,"AMD Ryzen 7 5700U with Radeon Graphics         ",13036.366667
"Android","plu-al10",84,,13019.683333
"iOS","iPhone9,3",84,,13008.95
"Android","bvl-an16",93,,12994.783333
"Android","padpro12",68,,12987.933333
"iOS","iPhone17,3",66,,12985.666667
"Android","bbg7-w00",69,,12952.35
"iOS","iPad7,1",84,,12941.616667
"Android","fin-al60",85,"qualcomm 778g",12926.633333
"Android","tfy-an00",75,"MT6833V/PNZA, mt6833",12907.483333
"Windows","90X000CJCP",88,"Intel(R) Core(TM) i5-14400F",12903.116667
"Android","hlk-al00",84,,12856.516667
"Android","vde-al00",84,,12847.333333
"Android","v2338a",93,,12844.283333
"Android","2304fpn6dc",93,,12835.483333
"Android","tel-an10",84,"kirin 820",12809.383333
"Android","bro-w00",89,,12807.666667
"Android","hey-w09",83,"qualcomm 680",12804.5
"Windows","83AH",88,"13th Gen Intel(R) Core(TM) i5-13500H",12781.7
"Android","sm-s9010",92,"qualcomm 8 gen 1",12727.583333
"Android","ver-an00",89,,12721.183333
"Android","pju110",75,,12708.35
"Android","sm-x216b",86,,12700.516667
"Android","anp-an00",89,,12693.483333
"Android","2509fpn0bc",97,,12689.933333
"Android","dnn-an00",87,"qti sm7750 sm7750 qcom",12643.283333
"Android","abr-al60",89,,12633.2
"Android","22120rn86c",69,,12602.2
"Android","pepm00",75,,12592.3
"Android","maa-an00",88,"qualcomm 7 Gen 3",12560.6
"Android","p381",75,,12560.266667
"Android","hey2-n09",89,,12549.75
"Windows","Vostro 3420",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",12531.05
"Android","2210132c",93,,12527.1
"MAC","MacBookPro16,3",56,,12509.3
"Android","v2301a",89,,12494.816667
"Android","2207122mc",75,"MT8395AV/ZA, mt8395",12482.983333
"Android","v2464a",89,", qcom",12474.283333
"Android","rod-w09",83,"mediatek mt8795z/tnza mt8795z/tnza mt8795",12470.483333
"Android","pjw110",79,,12461.066667
"Android","23090ra98c",84,"mediatek 7200",12423.183333
"Android","web-w10",71,,12403.7
"Windows","HP Z2 SFF G5 Workstation",94,"Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz",12398.45
"Android","v2444a",89,,12381.833333
"Android","v2307a",93,,12375.05
"Android","eml-al00",83,"kirin 970",12358.6
"Android","lft-an00",85,"qcom",12358.383333
"Android","stg-al00",89,,12355.3
"Android","v2339fa",92,"mediatek 9300",12336.45
"Android","bra-al00",91,"kirin 9000S",12324.95
"Android","v2318a",75,,12308.766667
"Android","9491g",75,,12279.233333
"Android","tc01-e",63,,12279.15
"Android","ana-an00",84,", kirin990",12273.416667
"Android","pkg110",93,,12264.783333
"Windows","83NC",72,"Intel(R) Core(TM) Ultra 5 225H",12259.3
"Android","fgd-al00",79,"kirin 710",12258.7
"Android","m2102k1c",89,"qualcomm 888",12256.433333
"Windows","H310M S2 2.0",77,"Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz",12238.133333
"Windows","MT71A-SHG",72,"12th Gen Intel(R) Core(TM) i5-12450H",12225.566667
"Windows","80W0",68,"Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz",12200.733333
"Android","any-an00",89,", qcom",12192.05
"Android","sm-n9860",67,,12186.233333
"Android","v2313a",83,"qualcomm 695",12181.233333
"Windows","Redmi Book Pro 15 2022",93,"AMD Ryzen 5 6600H with Radeon Graphics         ",12162.216667
"Android","22081212c",93,,12135.333333
"Android","pka110",89,", qcom",12114
"Android","xd-sdd16-2301",75,,12098.066667
"Android","ags5z-w09",86,,12074.15
"Android","2312draabc",80,"mediatek 6020",12073.816667
"Android","sm-s9180",93,,12064.683333
"Android","v2425a",96,"qualcomm 8 Gen 3",12051.95
"Windows","B660M D2H DDR4",97,"12th Gen Intel(R) Core(TM) i7-12700KF",12027.3
"Android","pkj110",93,"qti sm8750  qcom",12020.483333
"Android","wlz-an00",84,,12014.35
"Android","rte-al00",89,,11997.633333
"Android","c310cm",72,,11970.166667
"Android","xpt31",72,,11945.533333
"Android","24090ra29c",75,,11936.783333
"Android","25079rpdcc",79,,11874
"Android","v2243a",94,"qualcomm 8 Gen 2",11853.516667
"Android","rmx3820",94,"qualcomm 8 Gen 2",11832.333333
"Android","v2435a",81,"mediatek mt6835  mt6835",11802.983333
"iOS","iPhone10,5",86,,11783.816667
"Android","dby-w09",87,"Qualcomm Technologies, Inc KONA, qcom",11783.2
"Android","pjy110",75,", mt6877",11770.816667
"Android","aln-al80",90,"kirin 9000S",11765.066667
"Windows","82SK",88,"12th Gen Intel(R) Core(TM) i9-12900H",11764.55
"Android","v2456a",86,"qti sm7635  qcom",11759.333333
"Android","v2419a",79,,11743.966667
"Android","ann-an00",89,"Qualcomm 778G",11712.733333
"Android","zpd1202",69,,11689.016667
"Android","readboy_g100a",65,"qualcomm 425",11685.433333
"Android","bah3-an10",84,"kirin 820",11682.983333
"Android","pggm10",89,"Qualcomm 695",11680.45
"Android","mga-al40",80,,11676.233333
"Android","fin-al60a",85,"qualcomm 778g",11675.416667
"Android","hbn-al80",71,", Kirin9010",11662.866667
"Android","pehm00",81,"qualcomm 480",11660.283333
"Windows","82MU",76,"11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz",11660.1
"Android","p600",68,,11656.7
"Android","tx20-q20",65,,11650.5
"Android","php110",75,", mt6983",11621.95
"Android","v2430a",92,"mediatek 9300",11619.533333
"Android","pfcm00",75,"MT6877V/ZA, mt6877",11619.416667
"Android","mag-an00",93,,11600.716667
"Android","bvl-an00",96,"qualcomm 8 Gen 3",11599.05
"Windows","VivoBook_ASUSLaptop X513EP_V5050EP",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",11571.183333
"Android","tna-an00",89,,11564.533333
"iOS","iPad7,5",-1,,11555.983333
"Android","v2057a",72,"MT6853V/ZA, mt6853",11552.35
"Android","v2055a",93,,11521.083333
"Android","jlh-an00",75,,11471.85
"Windows","82WM",88,"AMD Ryzen 9 7945HX with Radeon Graphics        ",11459.3
"Windows","82MS",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",11452.75
"Android","phm110",89,"Qualcomm Technologies, Inc SDM778G, qcom",11444.4
"Android","peqm00",75,"MT6877V/ZA, mt6877",11442.666667
"Android","cma-an40",76,"mediatek 700",11440.416667
"Android","cnd-an00",77,"mediatek 800u",11424.65
"Windows","Dell G15 5520",82,"12th Gen Intel(R) Core(TM) i7-12700H",11393.966667
"Android","q20",65,,11368.45
"Android","pla110",79,", mt6897",11366.983333
"iOS","iPad11,4",88,,11351.983333
"Windows","82DM",78,"AMD Ryzen 5 4600U with Radeon Graphics         ",11339.1
"Android","pkd110",75,", mt6835",11289.716667
"Android","aln-al00",90,"Kirin 9000",11283.5
"Android","bla-al00",83,"kirin 970",11272.2
"Android","24090ra29c",75,", mt6878",11269.533333
"Android","tb710fu",91,,11267.2
"Android","clk-an00",78,"mediatek 6020",11237
"Android","cet-al00",94,"qualcomm 8+ gen 1",11234.316667
"Android","nam-al00",85,"qualcomm 778g",11233.983333
"Android","mia-al00",84,,11233.616667
"Android","pja110",93,,11231.233333
"Android","wdy-an00",89,"Qualcomm 480",11214.416667
"Android","lly-an00",75,,11196.666667
"iOS","iPhone17,5",-1,,11183.766667
"Android","v2419a",86,"mediatek mt6991  mt6991",11166.666667
"Android","mlr-al00",69,,11142.083333
"Android","tlr-al00",86,"kirin 8000",11112.783333
"Android","pgem10",93,,11101
"Windows","KLVC-WXX9",70,"Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz",11091.183333
"MAC","Mac16,1",89,,11056.55
"Android","v2162a",75,,11047.85
"Android","v2164a",76,"mediatek 700",11041.566667
"Android","bre-al80",83,"kirin 8000",11039.833333
"Android","wdy-an00",89,,11023.15
"Android","v2352a",89,,10996.883333
"Android","sdy-an00",75,,10991.283333
"Android","pjy110",82,"mediatek 900",10991.266667
"Android","talih-pd4p",72,,10988.683333
"Android","23078rkd5c",79,,10985.4
"Windows","HP ZHAN 66 Pro A 14 inch G5 Notebook PC",78,"AMD Ryzen 5 5625U with Radeon Graphics         ",10982.616667
"Android","24122rkc7c",97,,10979.35
"Android","tet-an00",91,"kirin 9000",10978.4
"Android","els-an10",84,,10976.316667
"Android","v2283a",89,"Qualcomm 778G",10972.083333
"Android","v2166a",76,"mediatek 700",10959.233333
"Android","alt-al00",93,,10942.25
"Windows","Alienware m15 R6",82,"11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz",10936.65
"Android","pgx110",75,,10915.483333
"Android","lio-an00",71,", rk30board",10899.05
"Android","plr-al00",84,,10881.45
"iOS","iPad7,11",-1,,10874.583333
"Android","lya-al00",84,,10869
"Android","m2007j22c",75,,10864.616667
"Android","blk-al00",86,"kirin 8000",10851.316667
"Android","v2271a",89,,10850.466667
"Windows","P15 TA 24",88,"13th Gen Intel(R) Core(TM) i7-13650HX",10838.516667
"Windows","HP ProBook 440 14 inch G10 Notebook PC",76,"13th Gen Intel(R) Core(TM) i5-1340P",10832.8
"iOS","iPhone10,2",-1,,10819.433333
"iOS","iPad13,17",92,,10793.083333
"Android","ala-an70",77,"mediatek 800u",10791.516667
"Windows","83KA",97,"AMD Ryzen 7 8745HS w/ Radeon 780M Graphics     ",10787.233333
"Android","2106118c",91,"qualcomm 888",10784.616667
"Android","v1962a",84,"Exynos 980",10773.383333
"Android","tgr-w09",71,,10769.95
"iOS","iPad5,4",70,,10769.783333
"Windows","Latitude 3420",64,"11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz",10758.1
"Android","pemm20",76,"mediatek 700",10740.65
"Android","redmi k30i 5g",86,"qti sm7250 qualcomm technologies, inc sm7250 qcom",10724
"Android","readboy_c6pro",72,,10722
"Android","v2435a",75,,10709.433333
"Android","vce-al00",84,,10704.033333
"iOS","iPhone12,5",-1,,10692.65
"iOS","iPad7,4",84,,10689.583333
"Android","v1832a",85,,10688.716667
"Android","pegm00",89,,10676.166667
"Android","v2283a",89,,10668.25
"Android","bong max",75,,10662.783333
"Android","sm-x710",93,,10660.55
"Android","crt-an00",75,,10650.333333
"Android","fcp-an10",93,,10615.166667
"Windows","Jiaolong Series GM5ZG0O",93,"AMD Ryzen 5 5600H with Radeon Graphics         ",10589.033333
"Windows","GE40 2PC Dragon Eyes",70,"Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz",10587
"Android","pjt110",89,,10584.7
"Android","24091rpadg",89,,10583.9
"Android","a3",65,,10573.183333
"Android","alt-an00",89,"SM4450, qcom",10571.916667
"Android","ptp-an10",97,,10559.233333
"Android","ebg-an00",84,,10541.483333
"Android","koz-al00",72,"Unisoc T610",10524.783333
"Android","g25",68,,10516.216667
"iOS","iPad14,1",-1,,10500.1
"Android","btkr-w09",71,,10485.033333
"Android","rea-an00",89,"SM7450, qcom",10481.833333
"Android","peam00",72,,10468.4
"Android","v2303a",93,,10464.033333
"Android","23013rk75c",89,", qcom",10458.2
"Android","mga-al40",80,"Kirin 710",10401.483333
"iOS","iPad14,10",94,,10393.95
"Android","cls-al30",92,"kirin 9010",10391.833333
"Android","phj110",75,"MT6833V/ZA, mt6833",10390.316667
"Android","pftm20",75,,10387.633333
"Android","ydc015",82,,10381.816667
"Android","sht-w09",68,,10359.75
"Android","pehm00",85,"Qualcomm 480",10346.5
"Android","cma-an00",75,,10345.35
"Windows","BoF-XX",82,"12th Gen Intel(R) Core(TM) i7-1260P",10337.383333
"Android","le2110",89,,10327.916667
"Android","bmh-an20",84,"Hisilicon Kirin985, kirin985",10325.1
"Windows","21CBA008CD",82,"12th Gen Intel(R) Core(TM) i7-1260P",10323.7
"Android","ags2-al00hn",68,,10309.433333
"Android","v2166ba",75,,10289.2
"Android","gfy-al00",83,"qualcomm 680",10276.35
"Android","bzf5-w00",80,,10273.266667
"iOS","iPhone10,3",-1,,10252.383333
"Android","sm-s9310",94,"qti sm8750  qcom",10250.166667
"Android","lyn-an00",80,"mediatek 6020",10247.1
"Android","24031pn0dc",93,,10241.633333
"Android","pfjm10",85,"qualcomm 778g",10241.216667
"Android","v2055a",89,"qualcomm 865",10239.7
"Android","m2102j2sc",93,,10237.133333
"Android","readboy_c20",86,,10229.15
"Android","readboy_c60",89,,10214.716667
"Android","bar300c",82,"rockchip  rockchip,rk30board,rk3588 rk30board",10213.6
"Android","v2162a",86,"mediatek 1200",10213.05
"Android","dby2-al00",89,,10191.833333
"Android","bzi-w00",77,,10184.533333
"Android","pgjm10",75,,10167.5
"Android","xd-sdd24-2301",73,,10161.85
"Windows","System Product Name",90,"12th Gen Intel(R) Core(TM) i5-12490F",10153.7
"Android","gfy-al00",89,,10152.3
"Android","m2104k10ac",86,"mediatek 1200",10145.233333
"Android","22041211ac",75,", mt8781",10139.283333
"Android","ctr-al00",83,"qualcomm 680",10127.583333
"Android","pln110",75,,10118.733333
"Windows","FRI-HXX",96,"AMD Ryzen 5 7640HS w/ Radeon 760M Graphics     ",10109.483333
"Windows","HP Pavilion Plus Laptop 16-ab0xxx",88,"13th Gen Intel(R) Core(TM) i5-13500H",10106.95
"Android","ylp-w00",97,,10106.1
"Android","v2284a",87,"mediatek 8200",10104.9
"Android","oxf-an10",88,"kirin 990",10079.15
"Android","s5 pro",89,,10063.6
"Android","23117rk66c",93,,10053.516667
"Android","abr-al60",85,"qualcomm 778g",10037.316667
"Android","bne-al00",89,,10037.3
"Windows","10SMCTO1WW",93,"Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz",10031.166667
"Android","m2006c3lc",74,"helio g25",10020.833333
"Android","nth-an00",89,"Qualcomm 778G",9959.683333
"Android","abr-al00",89,,9934.416667
"Android","paam00",89,,9926.6
"Android","sm-s9280",93,,9904.483333
"Android","ctr-al20",89,"Qualcomm Technologies, Inc KHAJE, qcom",9862.4
"Android","w400",64,,9859.8
"Windows","HP Pavilion Plus Laptop 14-eh0xxx",88,"12th Gen Intel(R) Core(TM) i5-12500H",9854.216667
"Android","max2.0p",71,,9852.883333
"Android","hbn-al10",71,,9835.783333
"Android","koz-al00",74,"unisoc t610",9832.966667
"Android","phf110",83,"qualcomm 695",9830.75
"Windows","HP OmniBook 7 Laptop 16-az0xxx",88,"Intel(R) Core(TM) 7 240H",9829.3
"Android","phq110",89,"Qualcomm 695",9823.966667
"Android","pftm10",75,,9822.733333
"Android","cga-w00",96,"qualcomm 8 Gen 3",9795.116667
"Android","gia-an00",75,,9788.8
"Android","krj-w09",86,"kirin 985",9786.433333
"Android","hma-tl00",84,"Kirin 980",9782.683333
"Windows","FRI-FXX",72,"12th Gen Intel(R) Core(TM) i5-12450H",9774.433333
"Android","tyh641m",89,,9768.516667
"Android","mnt-bd00",85,"qualcomm technologies, inc lagoon qcom",9766.916667
"Android","med-al00",75,"helio p35",9758.95
"Android","aln-al00",91,"kirin 9000S",9742.55
"Android","v2061a",77,"mediatek 800u",9721.2
"Android","v2313a",89,,9707.8
"Android","bzt3-w59",81,,9706.5
"Android","21091116c",75,,9700.083333
"Windows","Machenike DT Computer",97,"AMD Ryzen 7 7735HS with Radeon Graphics        ",9688.783333
"Android","tb370fu",75,,9676.35
"Android","lya-al00",86,"kirin 980",9659.816667
"Android","sm-p620",68,,9654.05
"Windows","OptiPlex 7060",93,"Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz",9653
"Android","pkd130",75,,9649.583333
"Android","v2115a",85,"qualcomm 778g",9619.05
"Android","v2338a",94,"qualcomm 8 Gen 2",9614.433333
"Android","lio-an00m",84,,9613.016667
"Windows","Default string",97,"12th Gen Intel(R) Core(TM) i5-12600KF",9612.3
"Android","24075rp89g",69,,9592.25
"Windows","HBB-WX9",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",9582.433333
"Windows","HP Pavilion Notebook",68,"Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz",9573.183333
"Android","pgam10",89,,9559.5
"Windows","Vivobook_ASUSLaptop M6500QH_M6500QH",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",9550.466667
"Windows","GLO-GXXX",88,"13th Gen Intel(R) Core(TM) i5-13500H",9538.616667
"Android","p758",72,,9535.45
"Android","readboy_c15",85,,9523.416667
"Android","sm-a5660",88,"samsung s5e8855  s5e8855",9517.316667
"Android","oxf-an10",84,,9516.966667
"Android","v2068a",75,"mediatek 700",9494.4
"Android","v2183a",87,"mediatek 9000+",9463.7
"iOS","iPhone11,2",-1,,9460.8
"Android","cph2419",94,"qualcomm 8+ gen 1",9428.383333
"Android","brc-an00",75,"MT6855, mt6855",9408.25
"Android","jdn2-al50",81,,9406.433333
"Android","plw110",79,", mt6899",9391.333333
"Android","evr-al00",84,,9388.05
"Android","plw110",84,"mediatek mt6899  mt6899",9384.35
"Windows","82XE",72,"AMD Ryzen 5 7530U with Radeon Graphics         ",9373.816667
"Android","ada-al00u",91,"kirin 9000S",9373.55
"Windows","HP Pavilion Plus Laptop 14-eh1xxx",88,"13th Gen Intel(R) Core(TM) i5-13500H",9373.483333
"Android","x5 pro",71,,9369.566667
"Android","cet-al60",85,"qualcomm 778g",9362.1
"Android","mtn-an80",89,,9341.1
"Windows","CREM-WXX9",93,"AMD Ryzen 5 5600H with Radeon Graphics         ",9340.3
"Android","par-al00",83,"kirin 970",9339.183333
"Windows","Vivobook_ASUSLaptop M3401QA_M3401QA",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",9331.4
"Android","sm-s9210",93,,9321.633333
"Windows","MS-7C96",93,"AMD Ryzen 5 5600GT with Radeon Graphics        ",9319.4
"Android","mtn-an00",89,,9312.833333
"iOS","iPad16,5",66,,9304.6
"Windows","Inspiron 7559",76,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",9304.366667
"Windows","21E6006JCD",72,"12th Gen Intel(R) Core(TM) i7-1255U",9302.433333
"iOS","iPhone14,4",-1,,9293.4
"Android","jad-al80",89,,9278.15
"Android","tny-al00",86,"kirin 980",9275.55
"Android","m2104k10ac",75,,9270.333333
"Android","v2190a",71,,9269.016667
"Android","rte-al00",85,"qualcomm 778g",9249.516667
"Windows","BATTLE-AX B760M-GANK",88,"Intel(R) Core(TM) i5-14490F",9248.2
"Android","2312crad3c",89,,9241.933333
"Android","amm-an00",88,"qualcomm 7 Gen 3",9234.05
"iOS","iPhone12,3",-1,,9230.183333
"Android","p709",69,,9215.75
"Android","2406ern9cc",89,", qcom",9210.55
"Android","sm-t220",73,,9204.783333
"Android","2311drk48c",89,"mediatek 8300",9199.016667
"Android","phu110",89,,9194.433333
"Android","v2506a",82,"mediatek mt6878  mt6878",9188
"Android","pfvm10",75,,9146.6
"Android","lio-an00m",88,"kirin 990",9129.083333
"Android","pka110",83,"qualcomm 695",9129
"Android","v2054a",81,"qualcomm 480",9118.2
"Android","v2456a",89,,9108.933333
"Android","m2011k2c",89,,9107.133333
"Android","v2230a",75,,9101.6
"Android","bzt-al00",68,,9095.366667
"Android","2311drk48c",79,,9081.533333
"Android","dby2-w00",89,"qualcomm 888",9076.866667
"Android","phk110",94,"qualcomm 8+ gen 1",9061.4
"Windows","MS-7B23",78,"Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz",9052.666667
"Windows","81YN",78,"AMD Ryzen 5 4600U with Radeon Graphics         ",9048.866667
"Android","opd2413",97,,9047.783333
"Android","v2068a",73,"MT6833V/ZA, mt6833",9029.2
"Android","v2031a",72,,9028.116667
"MAC","Mac15,7",93,,9008.683333
"Android","24076rp19g",72,,8996.983333
"Android","23046pnc9c",87,"mediatek 8200",8994.2
"Android","mix 2",89,"Qualcomm 835",8987.283333
"Android","v2443a",75,", mt6835",8976.183333
"Android","ydtx20",71,,8975.433333
"Android","bon-al00",89,,8964.833333
"iOS","iPhone14,6",94,,8963.633333
"Android","lenovo tb-9707f",93,,8935.083333
"MAC","MacBookPro16,2",-1,,8925.466667
"Android","phq110",89,,8917.95
"Android","21121119sc",72,,8916.05
"Android","a9000",68,,8910.9
"Windows","82F8",68,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",8910.233333
"Android","phb110",93,,8902.316667
"Android","v2219a",75,,8900.766667
"Android","v2217a",93,,8880.566667
"Windows","System Product Name",90,"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz",8878.083333
"Android","pfvm10",76,"mediatek 700",8867.333333
"Android","23046rp50c",94,"qualcomm 8+ gen 1",8864.183333
"Android","v2282a",86,"mediatek 8050",8857.45
"Android","v1965a",85,,8845.716667
"Android","hera-bd00",89,,8833.033333
"Android","25060rk16c",86,"mediatek mt6991  mt6991",8832.516667
"Android","v2164a",75,"MT6833V/ZA, mt6833",8823.366667
"Windows","20TRA02VCD",84,"Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz",8814.85
"Android","v2156a",80,"mediatek 810",8791.75
"Android","brp-an00",89,,8750.733333
"Android","ipa2451",93,,8745.366667
"Android","v2156a",75,,8741.633333
"Windows","HP ENVY Laptop 13-ah1xxx",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",8723.25
"Android","x1",93,,8721.883333
"Android","m2102k1c",89,"Qualcomm 888",8721.65
"Android","readboy_c13",86,,8720.7
"Android","lge-an10",89,,8719.95
"Android","ags3-w00d",78,"kirin 710",8708.733333
"Android","sm-x520",71,,8706.3
"Windows","HNL-WXX9",90,"AMD Ryzen 5 4600H with Radeon Graphics         ",8704.683333
"Android","pfgm00",75,,8693.083333
"Android","readboy_c13pro",72,,8683.966667
"Android","pkp110",75,,8682.016667
"Android","glk-al00",81,"kirin 710",8676.683333
"Android","jer-an20",84,", kirin985",8675.416667
"Android","25019pnf3c",97,,8671.716667
"Android","yxp u-2403a",75,,8667.216667
"Android","cdy-an20",84,"kirin 820",8652.583333
"Android","sm-a146p",76,"mediatek 810",8631.883333
"Android","rk3588s_s",71,", rk30board",8628.116667
"Android","bzt-w09",68,,8626.366667
"Android","lsa-an00",89,"Qualcomm 778G",8624.016667
"Android","pkm110",79,", mt6897",8622.266667
"Android","pftm10",80,"mediatek 810",8618.45
"Android","ady-al10",92,"kirin 9010",8613.883333
"Windows","911ME",82,"Intel(R) Core(TM) i7-10870H CPU @ 2.20GHz",8603.4
"Android","m2012k11c",89,,8600.7
"Android","tecno kl4",76,"spreadtrum t615  ums9230_kl4_go",8596
"Android","2109119bc",89,,8595.816667
"Android","stk-al00",84,,8579.9
"Android","ne2211",82,,8571.666667
"Android","v2190a",89,"exynos 1080",8564.733333
"Windows","Redmi Book Pro 14 2024",76,"Intel(R) Core(TM) Ultra 5 125H",8537.683333
"Android","pehm00",85,,8521.6
"Android","maa-an00",89,"SM7550, qcom",8515.166667
"Android","v2220a",89,"Qualcomm 778G",8513.05
"Android","btk-w00",85,"qualcomm 7 gen 1",8508.366667
"Android","xd-sdd27-2401",71,,8501.166667
"Android","m2004j7bc",82,"mediatek 820",8492.683333
"Android","cmr-al19",68,,8491.55
"Android","cls-al00",92,"kirin 9010",8490.716667
"Android","sm-x900",89,,8488.266667
"Windows","MS-7B53",77,"Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz",8485.583333
"Android","ags6-w09",80,,8476.983333
"Android","p752",72,,8471.716667
"Android","ang-an00",86,"kirin 985",8469.316667
"Android","2312draabc",75,", mt6833",8459.483333
"Windows","HP ProBook 440 G6",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",8451.65
"iOS","iPad13,11",92,,8439.1
"Android","rna-an00",89,,8438.983333
"Android","pks110",89,,8429.55
"Android","mi 8",87,"qualcomm 845",8424.133333
"iOS","iPad11,2",88,,8416.566667
"Android","plm110",84,"mediatek mt6899  mt6899",8392.9
"Windows","MDF-XX",76,"12th Gen Intel(R) Core(TM) i5-1240P",8391.95
"Android","readboy_c10xs",82,,8379.6
"Windows","Parallels ARM Virtual Machine",81,"                          Virtual CPU @ 3.20GHz",8374.333333
"Android","bre-al00b",85,"qti sm6370 qualcomm qcom",8351.65
"Android","tna-an00",86,"qualcomm 778g",8349.266667
"Android","24091rpadc",92,"qualcomm 8s Gen 3",8347.55
"Android","23054ra19c",79,,8342.45
"Android","v2410a",89,,8333.833333
"Android","dbr-w10",89,"qualcomm 865",8332.683333
"Android","ebg-an10",88,"kirin 990",8319.283333
"Android","jln-al00",89,,8294.75
"Windows","REDMI Book 14 2025(2.8K)",88,"Intel(R) Core(TM) 5 220H",8273.616667
"Android","sm-g9910",89,"qualcomm 888",8245.95
"Windows","Alienware m17 R3",84,"Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz",8235.466667
"Android","pdvm00",85,"Qualcomm Technologies, Inc SM4250, qcom",8225.716667
"Android","pdvm00",82,"Qualcomm Technologies, Inc SM4250, qcom",8222.466667
"Android","fin-al60a",89,"Qualcomm 778G",8207.633333
"Android","eln2-w29",89,,8201.433333
"Android","v2183a",87,"mediatek 9000",8197.166667
"Windows","HP Laptop 14s-fq2xxx",78,"AMD Ryzen 5 5625U with Radeon Graphics         ",8194.816667
"Android","v1809a",80,"qualcomm 670",8191.033333
"Android","pgbm10",75,"MT6893Z_Z/CZA, mt6893",8188.816667
"Android","v2166ba",80,"mediatek 810",8188.033333
"Windows","H610M H DDR4",84,"12th Gen Intel(R) Core(TM) i5-12400F",8185.616667
"Android","pdyt20",77,"mediatek 800u",8172.283333
"Android","pld110",85,"qti sm6650  qcom",8160.066667
"Windows","MCLG-XX",78,"13th Gen Intel(R) Core(TM) i5-13420H",8154.95
"Android","pha120",83,"qualcomm 695",8130.383333
"Windows","MDG-XX",76,"13th Gen Intel(R) Core(TM) i5-1340P",8129.316667
"Android","pfum10",89,,8123.666667
"Android","vivo z1",81,"qualcomm 660",8123.083333
"Android","sm-g9730",88,"qualcomm 855",8119.566667
"Android","agm-w09hn",69,,8106.516667
"Windows","21E3A0BHCD",82,"12th Gen Intel(R) Core(TM) i5-1240P",8105.316667
"Android","v2344a",79,,8085.666667
"iOS","iPad8,3",88,,8085.666667
"Android","fgd-al00",80,,8083.266667
"Android","v2429a",89,", qcom",8079.383333
"Windows","83KB",97,"AMD Ryzen 7 8745HS w/ Radeon 780M Graphics     ",8065.683333
"Android","cdy-an90",84,,8057.633333
"Android","v2111a",81,"qualcomm 480",8048.533333
"Windows","21LF",97,"AMD Ryzen 7 8845H w/ Radeon 780M Graphics",8047.966667
"Android","readboy_c20pro",86,,8047.816667
"Android","wdy-an00",81,"qualcomm 480",8041
"Android","bzt-al10",68,,8040.433333
"Android","pegm10",89,,8030
