os	device_type	device_score	device_cpu	ip_domain	 Native视频发流切片时长 
Android	tecno km5	75	helio p65	South_Asia	183118.4833
Android	infinix x6528	72	unisoc t606	South_America	183081.5167
iOS	"iPhone16,1"	98		Europe	182531.05
Android	kjr-w09	84		China_Mainland	181445.6833
Android	23100rn82l	75	helio p65	South_America	181416.2
Android	v2026	73	"MT6765V/CB, mt6765"	South_Asia	181225.05
Android	vivo y17	73	"MT6765V/CB, mt6765"	South_Asia	180913.6167
Android	rmx3511	74	unisoc t616	South_Asia	180699.4833
iOS	"iPad15,7"	66		China_Mainland	180196.2333
Android	m2006c3mii	73	"MT6765G, mt6765"	South_Asia	180053.65
Android	c210cs	72		China_Mainland	179623.55
Android	sm-s931n	94	qti sm8750  qcom	East_Asia	179135.75
Android	bah4-w39	80		China_Mainland	178643.4833
Android	cph2477	73		South_Asia	178407.55
Android	v2250	85	qualcomm 778g	India	177143.7167
iOS	"iPhone13,2"	92		Europe	176922.2333
Android	cph2185	75	helio p35	South_Asia	176794.1667
Android	rmx3760	74	unisoc t612	Middle_East	176620.3333
Windows	550XDA	82	11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz	East_Asia	176437.8667
Android	sm-a065f	69		South_Asia	176234.9833
Android	cph2617	77	mediatek 6020	India	176152.0833
Android	22011211c	75	"MT8395AV/ZA, mt8395"	China_Mainland	174462.2667
Android	infinix x6833b	78	helio g99	South_Asia	174165.85
Android	v2506	83	qualcomm 4 Gen 2	India	173943.8
Android	v2318	88	qualcomm 7 Gen 3	India	173745.05
Android	wgrr-w09	88		China_Mainland	173509.4167
iOS	"iPhone14,3"	94		Africa	172982.85
Android	cph2617	78	mediatek 6020	India	172855.1833
Android	sm-a346e	82	mediatek 900	India	172525.4333
Android	infinix x6525	71	unisoc t606	Middle_East	172514.6
Android	lenovo tb-j606f	85		China_Mainland	171792
Android	2312draabi	80	mediatek 6020	India	171031.3333
Android	sm-a065m	69		South_America	170712.6167
Android	rmx3870	82	mediatek 1080	India	170394.65
iOS	"iPhone11,2"	88		China_Mainland	170140.1667
MAC	"Mac16,7"	93		East_Asia	170129.55
Android	bah2-w09	80	kirin 659	China_Mainland	169218.8
Android	infinix x6880	78	helio g99	South_Asia	169015.3167
Android	v2419	65		South_Asia	168917.1833
Android	talih-pd3u2	75		China_Mainland	168599
Android	cph2579	75	helio p65	South_Asia	168544.7667
Android	sm-s901u	92	qualcomm 8 gen 1	North_America	168485.9333
iOS	"iPhone12,3"	90		South_America	167521.4333
iOS	"iPhone17,1"	-1		East_Asia	167056.7
Android	v2339	83	qualcomm 6 Gen 1	India	167012.7
Android	v2102	82	Qualcomm 439	South_Asia	166912.85
Android	infinix x6531	75	helio p65	South_Asia	166600.65
Android	24094rad4i	81	mediatek 7020	India	166310.35
Android	sm-g781u	89	qualcomm 865	North_America	166191.7667
Android	ud710_ck10air_native	68		China_Mainland	165743.0833
Android	cph2127	82		South_Asia	165691.8167
Android	sm-a366e	86	qti sm6475  qcom	South_America	165647.6167
Android	brp-nx1	83	qualcomm 6 Gen 1	Middle_East	165087.8333
Android	v2509	81	mediatek mt6835  mt6835	India	164968.75
Android	sm-a055f	74	helio p65	South_Asia	164852.55
iOS	"iPhone17,3"	100		China_Mainland	164666.05
MAC	"Mac15,7"	93		East_Asia	164616.4333
Android	cph2423	84	mediatek 8100	India	164417.1
iOS	"iPhone12,5"	90		China_Mainland	164106.2
Android	tecno ki5k	68		South_America	163985.4333
Android	tecno ki5k	72	unisoc t606	South_America	163838.8167
Android	cph2471	73		South_Asia	163672.3
Android	zpd1272	72		China_Mainland	163375.3667
Android	sm-a566e	88	samsung s5e8855  s5e8855	South_America	162901.3
Android	sm-a166m	84	exynos 1330	South_America	162855.6667
Android	cph2737	89	mediatek 8300	India	162741.55
Android	24116raccg	78	helio g99	Middle_East	162489.7167
Android	bah4-w29	80		China_Mainland	162317.8333
Android	sm-a127f	81	samsung exynos 850  exynos850	South_Asia	162253.95
Android	sm-a047f	81	samsung exynos 850 samsung a04s eur open rev03c board based on exynos850 exynos850	Africa	162229.0833
Android	tecno kl4	65		South_Asia	162220.1833
iOS	"iPad16,1"	98		North_America	162212.6333
iOS	"iPhone18,1"	-1		North_America	161954.65
Android	gdi-w09	89		China_Mainland	161900.4833
iOS	"iPhone13,4"	92		Africa	161805.4667
Android	cph2471	73	"MT6765G, mt6765"	South_Asia	161749.1667
Android	v2102	76	qualcomm 439	South_Asia	161519.8
Android	24094rad4c	81	mediatek 7020	China_Mainland	161117.6333
Android	iv2201	80	mediatek 1080	India	161032.0667
Android	cph1803	82		South_Asia	160879.6833
Android	sm-s721b	95	exynos 2400	Europe	160875.75
Windows	15U50S-GP50ML	72	Intel(R) Core(TM) Ultra 5 125U	East_Asia	160590.2833
Android	rmx3780	81	mediatek mt6835  mt6835	India	160568.3333
Android	v2352	72	", mt6768"	South_Asia	160464.0167
Android	v2120	75	helio p35	South_Asia	160421.5167
Android	24018rpacc	93		China_Mainland	160311.2333
Android	25028rn03a	65		Middle_East	160239.55
Android	v2507	68	", ums9230_6h10"	South_Asia	159905.5
Android	sm-s918b	95	qualcomm 8 Gen 2	Middle_East	159757.5
Android	ums9620_ck10_native	71		China_Mainland	159115.5167
Android	v2434	89	", qcom"	South_Asia	159049.8333
Android	rmx3261	73	unisoc t610	South_Asia	159009.7
Android	sm-a546e	85	exynos 1380	South_America	158691.0833
Android	tecno km5	72	", mt6768"	South_Asia	158618.1667
Android	v2332	69		South_Asia	158454.2167
Android	cph2631	89		South_Asia	158422.3333
Android	cph2569	87	qualcomm 782g	India	158003.1833
Android	sm-a166p	81	mediatek mt6835  mt6835	South_Asia	157548.3333
Windows	83GX	78	Intel(R) Core(TM) 5 210H	China_Mainland	157446.35
Android	vog-l29	86	kirin 980	Europe	157109.35
Android	v2430	72	ums9230_6h10	South_Asia	157091.8333
Android	rmx3201	73	"MT6765G, mt6765"	South_Asia	157072.9333
Android	infinix x669	71	unisoc t606	South_America	156783.3333
iOS	"iPhone13,3"	92		Africa	156654.0333
Android	rmx5303	68	", ums9230_dhaka"	South_Asia	156541.85
Android	rmx3782	81	mediatek mt6835  mt6835	India	156379.8833
Android	infinix x6725	65		South_Asia	156373.3167
Android	25078ra3ea	75	helio p65	South_Asia	156163.1167
Android	ags3-w00e	77		China_Mainland	155926.6
Android	25028rn03l	65		South_America	155720.55
Android	22101317c	85	", qcom"	South_Asia	155555.25
Android	rmx3938	65		South_Asia	155279.3333
Android	cph2387	73		South_Asia	155003.35
Android	ud710_sa30pro_native	68		China_Mainland	154775.95
Android	infinix x669c	75		South_Asia	154621.1
Android	23021raaeg	81	qualcomm 680	South_Asia	154605.9667
Android	sm-e156b	78	mediatek mt6835  mt6835	India	154097.4667
Android	pixel 3a xl	65	Qualcomm 670	China_Mainland	153636.2
Android	rmx3771	82	mediatek 1080	India	153452
iOS	"iPhone15,2"	96		Europe	152997.8833
Android	infinix x6532c	74	helio p35	South_Asia	152993.9667
Android	infinix x6885	78	helio g99	South_Asia	152515.8
Android	sm-a065f	74	helio p65	South_Asia	152180.4833
Android	zpd1202	72		China_Mainland	152173.95
Android	m2006c3mg	73		South_Asia	152173.9167
Android	sm-a366e	86	qti sm6475  qcom	India	152125.1333
iOS	"iPhone14,2"	94		Europe	151710.7667
Android	23090ra98i	84	mediatek 7200	India	151696.5167
Android	cph1909	73		South_Asia	151599.3667
iOS	"iPhone17,3"	100		Europe	151406.1333
Android	sm-s921n	96	exynos 2400	East_Asia	150839.6667
Android	rmx3939	74	unisoc t612	South_Asia	150389.1333
Android	xd-sdb21-2301	68		China_Mainland	150347.6333
Android	sm-a556e	88	exynos 1480	South_Asia	150328.4167
Android	v2246	84	mediatek 7200	India	150134.6167
Android	sm-s711b	90	exynos 2200	India	149902.3
Android	a127ch	72		China_Mainland	149762.3167
Android	m2004j19c	74	helio p65	South_America	148989.4167
Android	sm-a145m	77	exynos 850	South_America	148829.55
Android	cph2577	75	helio p65	South_Asia	148479.3333
Android	tecno km5	74	helio p65	Africa	148293.0833
Android	cph2781	81	mediatek mt6835  mt6835	India	148012.05
Android	24116pcc1i	82	qti sm4635  qcom	India	147926.75
Android	rmx3938	65	", ums9230_latte"	South_Asia	147562.0667
iOS	"iPhone13,2"	92		South_Asia	147382.1667
Android	sm-a325f	75	helio g70	Middle_East	147196.3833
Android	sm-a055f	74	helio p65	Africa	147192.8167
Android	cph1803	76		South_Asia	147159.1333
Android	aln-al00	90		China_Mainland	147148.4833
Android	sm-f721n	94	qualcomm 8+ gen 1	East_Asia	147120.5833
iOS	"iPhone13,4"	92		Middle_East	146191.9833
Android	ud710_sa30_native	68		China_Mainland	146135.7333
Android	24116raccg	78	helio g99	South_America	145766.1333
iOS	"iPhone12,8"	90		China_Mainland	145405.1333
Android	rmx3760	68		South_Asia	145178.95
Android	rmx3760	72	Unisoc T612	South_Asia	144698.15
Windows	20TAA00FCD	76	11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz	China_Mainland	144651.4167
Android	2409brn2ca	74	helio p65	Africa	144291.5833
Android	23053rn02a	72		Middle_East	144200.1167
Android	23129ra5fl	89		South_America	144126.4167
Android	cph2689	89	mediatek 8300	India	144074.5833
Android	cph2705	82	mediatek mt6878  mt6878	India	143942.1667
Android	v2039	82		South_Asia	143900.3333
iOS	"iPhone17,2"	100		South_Asia	143708.8833
Android	b127ch	72		China_Mainland	143546.1
Android	sm-a065f	74	helio p65	Africa	143369.35
Android	sm-a127f	77	", exynos850"	South_Asia	143058.25
Android	2409brn2cl	69		South_America	143013.9833
Android	rmx2030	81	"qualcomm technologies, inc sdm665 qcom"	South_Asia	142874.3833
Android	sm-s938b	94	qti sm8750  qcom	Europe	142801.9333
iOS	"iPhone13,2"	-1		East_Asia	142591.25
Android	sm-s931u	94	qti sm8750  qcom	North_America	141846.9667
Android	2404arn45a	72		Middle_East	141617.0333
Android	cph2725	79	qualcomm 662	South_Asia	141497.5833
Android	cph2387	75	helio p35	South_Asia	141429.35
Android	infinix x669	65		South_America	141389.0667
Android	v2027	82	"Qualcomm Technologies, Inc BENGAL, qcom"	South_Asia	141309.45
Android	infinix x6532	74	helio p65	Middle_East	141241.4667
Android	cph2707	92	qualcomm 8s Gen 3	India	140868.4
Android	krj-w09	84		China_Mainland	140700.4333
Android	sm-s926n	96	exynos 2400	East_Asia	140613.3333
Android	cph2083	73		South_Asia	140501.7
iOS	"iPad8,11"	88		China_Mainland	140485.6
Android	sm-a556e	88	exynos 1480	India	140233.6333
Android	sm-a356e	85	exynos 1380	South_America	139754.4667
Android	ali-nx1	83	qualcomm 6 Gen 1	Middle_East	139484.1833
iOS	"iPhone10,5"	86		North_America	139417.5667
Android	sm-a135m	81	samsung exynos 850 samsung a13 eur open rev02b board based on exynos850 exynos850	South_America	139374.4833
Android	sm-s911n	95	qualcomm 8 Gen 2	East_Asia	139345.05
Android	rmx3710	72	", mt6768"	South_Asia	139105.6167
Android	infinix x6528	68		South_America	138974.7833
Android	pixel 6 pro	83	google tensor  raven	Europe	138926.6167
Android	infinix x6728	72	", mt6768"	South_Asia	138814.5667
Android	v2356	81	mediatek mt6835  mt6835	India	138516.4833
Android	moto g84 5g	83	qualcomm 695	South_America	138040.1167
Android	rmx3950	81	mediatek mt6835  mt6835	India	138013
Android	2406ern9ci	89	", qcom"	India	138002.7333
iOS	"iPad13,8"	92		China_Mainland	137985.9167
Android	v2420	75	", mt6835"	India	137942.05
Android	sm-s918b	95	qualcomm 8 Gen 2	Europe	137813.05
Android	24116rnc1i	82	qti sm4635  qcom	India	137722.5833
Android	v2332	74	helio p65	South_Asia	137556.4
Android	cph2185	73		South_Asia	137354.45
Android	cph2733	79	mediatek mt6835  mt6835	India	137108.2667
iOS	"iPhone15,2"	-1		East_Asia	137094.8167
iOS	"iPhone12,5"	90		East_Asia	137044.3333
Android	tecno kl4	76	spreadtrum t615  ums9230_kl4_go	Middle_East	136951.0667
Android	cph2239	75	helio p35	South_Asia	136927.55
iOS	"iPhone14,2"	-1		East_Asia	136776.6333
Android	cph2667	75	", mt6835"	India	136329.9333
Android	21121119sg	72	"MT6769H, mt6768"	South_Asia	136271.3
Android	moto g34 5g	83	qualcomm 695	South_America	136261.35
Android	motorola edge 50 pro	88	qualcomm 7 Gen 3	India	136139.1
Android	b127cm	72		China_Mainland	136127.1333
iOS	"iPad15,7"	96		North_America	135772.4167
Android	tb331fc	89		China_Mainland	135666.2333
Android	sm-a037f	75	helio p35	South_Asia	135391.6333
Android	x3	68		China_Mainland	135340.75
Android	m2004j19c	74	helio p65	South_Asia	135303.3833
Android	infinix x6532	69		Middle_East	135032.1167
Android	cph2239	73		South_Asia	134964.45
Android	c3_pro	71	unisoc t606	North_America	134612.0833
iOS	"iPhone12,1"	-1		East_Asia	134596.7667
Android	scm-al09	81		China_Mainland	134245.1
Android	23117ra68g	78	helio g99	Middle_East	134083.6667
Android	2409brn2cl	75	helio p65	South_America	134074.3
Android	sm-a166p	75	", mt6835"	India	133962.35
Android	vivo 1901	70	helio a25	South_Asia	133919.8833
Android	v2111	73		South_Asia	133643.9833
Android	nokia 5.3	78	qualcomm 665	Europe	133550.8
Android	v2321	84	mediatek 7200	India	133504.4667
Android	v2521	83	qualcomm 4 Gen 2	India	133464.8333
Android	sm-s938u1	94	qti sm8750  qcom	North_America	133321
Android	rmx3660	83	qualcomm 695	India	133270.2833
Android	cph2591	69	", mt6768"	South_Asia	133142.1833
iOS	"iPad12,2"	90		East_Asia	132835.2
iOS	"iPhone13,3"	92		China_Mainland	132723.2667
Android	cph2729	85	qti sm6650  qcom	India	132674.6167
Android	sm-a325f	75	helio g70	South_Asia	132116.3833
Android	sm-a566b	71		South_Asia	131947.6167
Android	v2109	75	helio p65	South_Asia	131770.6833
Android	cph2579	72	", mt6768"	South_Asia	131686.15
Android	21091116ac	80	mediatek 6020	China_Mainland	131657.75
Android	cph2491	87	mediatek 9000	India	131612.0167
Android	ndl-w09	89		China_Mainland	131372.0167
Android	cph2179	75	helio p35	South_Asia	131264
Android	sm-a045f	75	helio p35	South_Asia	130831.0833
Android	rmx3933	65	", ums9230_latte"	South_Asia	130785.1667
Android	moto g04s	71	unisoc t606	South_America	130752.8667
Android	v2027	80	"qualcomm sm4250 qualcomm technologies, inc bengal qcom"	South_Asia	130717.3833
Windows	HP Laptop 14s-cr2xxx	70	Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz	China_Mainland	130354.8
Android	m2105k81ac	75		China_Mainland	130094.0167
iOS	"iPad5,1"	70		China_Mainland	130061.4667
Android	rmx3944	82	mediatek mt6835  mt6835	India	129970.7
Android	sm-a035f	65		South_Asia	129961.3667
iOS	"iPad6,3"	82		China_Mainland	129675.05
Android	rod2-w09	89		China_Mainland	129671.9167
Android	sm-s908n	92	qualcomm 8 gen 1	East_Asia	129622.0833
Android	innova30	75	unisoc t616	South_Asia	129448.0333
Android	u572ac	74	helio p35	North_America	129079.9333
Android	sm-t580	74	samsungexynos7870	Europe	128999.6167
Android	25028rn03a	76	spreadtrum ums9230e  serenity	Africa	128651.65
Android	sm-a556e	71		South_Asia	128575.4333
Android	sm-g892a	83	qualcomm 835	North_America	128278.7833
Android	2411drn47i	82	qualcomm 4 Gen 2	India	128189.1
Android	sm-a155f	75		South_Asia	128085.5667
iOS	"iPhone12,1"	90		Africa	127723.4167
iOS	"iPad15,3"	66		China_Mainland	127616.9167
MAC	"Mac15,12"	85		China_Mainland	127579.9167
Android	22081283c	75		China_Mainland	127361.4167
Android	sm-s901n	92	qualcomm 8 gen 1	East_Asia	127349.1667
Android	23124rn87i	75	", mt6835"	India	127347.4667
Android	rmx3834	72	Unisoc T612	South_Asia	127133.4333
Android	moto g24	74	helio p65	South_America	126779.2667
iOS	"iPhone11,6"	88		South_Asia	126622.5333
Android	rmx3941	75	helio p65	South_Asia	126592.2167
iOS	"iPhone16,1"	-1		East_Asia	126523.3
Android	infinix x6725b	76	spreadtrum ums9230e  ums9230_x6725b	South_Asia	126504.3333
Android	sm-a156e	75	", mt6835"	India	126265.5833
Android	sm-s911b	95	qualcomm 8 Gen 2	Europe	126046.8333
Android	sm-a037f	73	"MT6765V/WB, mt6765"	South_Asia	125699.4333
Android	2312crnccl	74	helio p35	South_America	125682.7
Android	rmx3710	75	helio p65	India	125187.1833
Android	rmx3930	68	", ums9230_latte"	South_Asia	125178.2833
Android	sm-a546e	85	exynos 1380	India	125135.4667
Android	sm-a055f	69	"null, mt6768"	Africa	125065.2333
Android	v2513	82	mediatek mt6878  mt6878	India	124955.25
Android	rmx3830	73	unisoc t612	Middle_East	124778.8
Android	lrt-w30	71		China_Mainland	124720.2167
Android	cph2577	72		South_Asia	124533.4167
Android	v2310	69		South_Asia	124488.3333
Android	rmx3834	73	unisoc t612	Middle_East	124438.8667
Android	cph2695	75	", mt6835"	India	124413.3
Android	2201117tg	89	Qualcomm 680	South_Asia	124347.1
iOS	"iPhone17,1"	100		Europe	124333.3333
Android	redmi note 8	81	"qualcomm technologies, inc trinket qcom"	South_Asia	124064.2333
Android	infinix x688b	73		South_Asia	123807.9
Android	sm-a346m	82	mediatek 900	South_America	123739.5667
Android	infinix x6837	78	helio g99	South_Asia	123720.8833
Android	22101316i	82	mediatek 1080	India	123595.95
Android	ztab10	69	helio a20	North_America	123559.5833
Android	moto g22	75	helio p35	South_America	123405.45
Android	redmi 5 plus	82		Africa	123386.3
iOS	"iPhone12,5"	90		Africa	123305.7167
Android	sm-s911w	95	qualcomm 8 Gen 2	North_America	123043.2667
Android	sm-g960u	86	qualcomm 845	North_America	122618.65
Android	tecno ki7	72	"MT6769H, mt6769"	South_Asia	122361.15
Android	tecno bf7	69	helio a20	South_America	122332.4
Android	v2502	86	qti sm7635  qcom	India	122242.5667
Android	23129rn51x	73		South_Asia	122234.7833
Android	23053rn02i	75	helio p65	South_Asia	122233.15
Android	tecno bg7	74	helio p35	South_America	121976.2
Android	infinix x6833b	75		South_Asia	121739.6167
Android	cph2487	89	", qcom"	India	121501.65
Android	infinix x6858	78	helio g99	South_Asia	121442
Android	brp-nx3	83	qualcomm 6 Gen 1	South_America	121350.75
Android	sm-g781b	89	qualcomm 865	India	121075.6667
Android	2312draabi	75	", mt6833"	India	120894.4
Android	sm-a315n	74	helio p65	East_Asia	120858.7
Android	sm-a135f	81	samsung exynos 850 samsung a13 eur open rev02b board based on exynos850 exynos850	South_Asia	120662.5833
Android	sm-a307fn	80	exynos7904	Europe	120604.9833
iOS	"iPhone11,2"	88		East_Asia	120588.8167
Android	sm-m356b	85	exynos 1380	India	120443.6833
Android	ele-al00	86	kirin 980	China_Mainland	120364.45
Android	moto g(20)	65		South_America	120244.9
Android	sm-a566e	88	samsung s5e8855  s5e8855	India	120107.7333
Android	m2101k7bi	77	helio g90t	India	120022.0167
Android	sm-a125f	75	helio p35	South_Asia	119887.5833
Android	infinix x6532c	73	", mt6765"	South_Asia	119749.8667
Android	xd-sdb21-2302	71		China_Mainland	119447.6667
Android	v2344	72	ums9230_6h10	South_Asia	119390.5167
Android	infinix x6532c	73		South_Asia	119354.75
Android	sm-s938b	94	qti sm8750  qcom	Middle_East	119326.55
Android	a142	84	mediatek 7200	India	118881.4833
Android	2409brn2ca	75	mt6768	South_Asia	118849.3667
Android	tecno bg6	65		Middle_East	118750.2333
iOS	"iPhone11,6"	88		North_America	118239.9333
Android	23053rn02a	72		South_Asia	118012.25
Android	24117rn76g	75		Middle_East	117918.35
Android	moto g24 power	75	helio p65	Europe	117808.4667
Android	sm-a165m	78	helio g99	South_America	117745.2667
Android	gfy-lx3	73		South_America	117523.55
Android	nic-lx2	75	helio p65	Middle_East	117353.65
Android	2312crnccl	73		South_America	117305.0167
Android	sm-a125f	75	helio p35	Middle_East	117049.55
Android	rmx2195	82	"Qualcomm Technologies, Inc SDM460, qcom"	South_Asia	117044.9667
Android	primo s7 pro	75	"MT6771V/CT, mt6771"	South_Asia	117021.1167
Android	y1	89		China_Mainland	117016.4333
Android	tecno ki7	72		South_America	116830.3167
Android	rmx3930	68		South_Asia	116445.5667
Android	tecno km7	78	helio g99	Africa	116368.6833
Android	v2254	73	"MT6765V/CB, mt6765"	South_Asia	116353.0833
Android	v2312	77	mediatek 6020	India	116251.75
Android	a7	68		China_Mainland	116181.3833
Android	alt-al10	84		China_Mainland	116113.75
Android	sm-a556e	88	exynos 1480	Middle_East	115728.0167
Android	gfy-lx3	74	helio p35	South_America	115607.2833
Android	cph2083	73	"MT6765V/CB, mt6765"	South_Asia	115511.1
Android	infinix x6515	67		South_Asia	115347.7333
iOS	"iPhone17,2"	-1		North_America	115215.25
Android	infinix x6532	69		South_Asia	115151.0667
Android	v2205	83	qualcomm 680	India	115127.05
Android	sm-g991n	88	samsung exynos 2100  exynos2100	East_Asia	115104.6333
iOS	"iPad6,7"	82		China_Mainland	114722.45
Android	hey3-w10	89		China_Mainland	114692.1333
Android	rmx3430	74	helio p65	India	114523.15
Android	sm-a155f	77	helio g99	Middle_East	114404.6667
Android	jdy-lx2	75	helio p65	South_Asia	114318.1833
Android	sm-a042f	75	helio p35	India	114209.9333
Android	cph2619	89	", qcom"	India	114144.5667
Android	rmx3933	65		South_Asia	114061.95
Android	infinix x6886	78	helio g99	South_Asia	114026.5
Android	2404arn45a	75	mt6768	South_Asia	113906.8833
Android	m2004j19c	74	helio p65	China_Mainland	113903.35
Android	sm-a165f	77	helio g99	Middle_East	113805.4667
Android	moto g45 5g	89	"null, qcom"	India	113777.9667
Android	motorola edge 50 fusion	83	qualcomm 6 Gen 1	South_America	113740.1833
Android	moto g85 5g	89	", qcom"	India	113729.4167
Android	cph2239	76	helio p35	South_Asia	113407.6
Android	v2310	72		South_Asia	113371.5333
Android	24090ra29i	82	mediatek mt6878  mt6878	India	113332.8333
Android	sm-a146b	83	exynos 1330	India	113287.9833
Android	23021raaeg	81	qualcomm 680	Middle_East	113280.75
Android	sm-f731n	95	qualcomm 8 Gen 2	East_Asia	113141.9667
Android	2409brn2ca	75	helio p65	Africa	113113.9
Android	cph2455	83	qualcomm 695	India	113043.1833
iOS	"iPhone15,3"	96		Africa	112966.9
Android	cph2527	83	qualcomm 695	India	112872.8333
Android	sm-a266m	84	exynos 1280	South_America	112815.1
Android	vivo y17	75	helio p35	South_Asia	112752.9667
Android	rmx3231	74	octa core rmx3231	South_Asia	112706.9667
Android	23028ra60l	80	qualcomm 680	South_America	112288.5167
Android	cph2473	83	qualcomm 680	South_Asia	112256.2
Windows	B365M D2V	78	Intel(R) Core(TM) i5-9400 CPU @ 2.90GHz	China_Mainland	112227.0833
Android	redmi note 8 pro	77	helio g90t	India	112225.3167
Android	cph2629	82	mediatek mt6878  mt6878	India	112062.4167
Android	bah4-w19	89		China_Mainland	111962.6667
Android	cph2387	73	"MT6765G, mt6765"	South_Asia	111918.7167
Android	sm-s721w	95	exynos 2400	North_America	111912.7167
Android	sm-a137f	74	helio p65	Middle_East	111825.5
Android	v2029	85		South_Asia	111721.7833
Android	zpd1203	72		China_Mainland	111500.3
Android	xpv11	72		China_Mainland	111428.5833
Android	sm-a057f	89		South_Asia	111365.2333
Android	sm-s908u	92	qualcomm 8 gen 1	North_America	111315.5333
Android	25028rn03a	65		South_Asia	111199.6
Android	2409brn2ca	72		Middle_East	110972.75
Android	rmx3933	73	unisoc t612	India	110831.1833
Android	v2236	73		South_Asia	110816.8833
Android	b1	85	rockchip rk3588  rk30board	China_Mainland	110799.8833
Android	tecno kj5	75	helio p65	South_America	110664.1833
Android	itel a665l	71	unisoc t603	South_Asia	110554.0333
Android	cph2711	80	qualcomm 662	South_Asia	110501.1
Android	sm-a256e	84	exynos 1280	South_America	110486.6
Android	sm-s911u	95	qualcomm 8 Gen 2	North_America	110286.5667
Android	sm-a356e	71	", s5e8835"	India	110258.8333
Android	v2404	88	qualcomm 7 Gen 3	India	110196.15
Android	sm-a146u	77	mediatek 6020	North_America	110129.2667
Android	v2419	68	", ums9230_6h10"	South_Asia	110111.1667
iOS	"iPad7,12"	84		China_Mainland	110055.4
Android	tecno cm6	78	helio g99	South_Asia	109945.6
Android	sm-a156e	75		South_Asia	109705.0667
Android	infinix x669c	73	"MT6765H, mt6765"	South_Asia	109585.3167
Android	rmx3867	82	mediatek 1080	India	109453.1667
Android	23106rn0da	75	helio p65	Africa	109448.4167
Android	sm-a137f	69		Middle_East	109268.1
Android	22120rn86g	74	helio p65	South_Asia	109197.7167
Android	dn2101	86	mediatek 1300	India	109179.6833
Android	22101317c	81	qualcomm 4 Gen 1	South_Asia	109109.1833
Android	cph2591	74	helio p65	India	109059.7333
Android	cb-x2	65		China_Mainland	109026.2833
Android	220333qbi	82	qualcomm 680	India	108993
Android	bky-w00	71		China_Mainland	108973.0833
Android	v2520	74	unisoc t612	South_Asia	108927.3167
Android	220233l2g	73	helio g25	South_Asia	108880.9
iOS	"iPad12,1"	90		East_Asia	108867.2833
Android	infinix x6882	75		South_Asia	108770.85
Android	v2507	74	ums9230_6h10	South_Asia	108769.95
Android	sm-a155f	78	helio g99	South_Asia	108713.3333
Android	d1	75		China_Mainland	108613.5833
Android	sm-a035m	74	unisoc t616	South_America	108545.2167
Android	25028rn03y	76	spreadtrum ums9230e  serenity	Europe	108308.2
Android	cph2725	86	", qcom"	South_Asia	108168.8333
Android	infinix x6525	65		Africa	108156.2167
Android	m2003j15sc	69	"MT6769Z, mt6768"	South_Asia	108098.55
Android	m2007j22c	76	mediatek 720	China_Mainland	107971.85
Android	v2419	73	unisoc t612	South_Asia	107932.3333
Android	sm-s928b	93		Middle_East	107803.7667
Android	sm-s918u	95	qualcomm 8 Gen 2	North_America	107692.1833
Android	sm-f741n	96	qualcomm 8 Gen 3	East_Asia	107273.8833
Android	motorola edge 60 pro	89	mediatek 8300	India	107236.9167
iOS	"iPhone16,2"	-1		North_America	107168.0333
Android	cph2579	74	helio p65	India	107071.4
Android	sm-a546e	85	exynos 1380	Middle_East	107047.3
Android	sm-a145m	65		South_America	106755.1667
iOS	"iPhone17,1"	100		South_America	106637.65
Android	21091116ai	80	mediatek 6020	India	106553.2333
Android	2201117tg	83	qualcomm 680	South_Asia	106529.0667
Android	sm-a055f	69		South_Asia	106502.7833
Android	rmx2195	80	"qualcomm technologies, inc sdm460 qcom"	South_Asia	106501.0667
Android	vivo 1820	68	helio a25	South_Asia	106476.0333
Android	v2310	69	", mt6768"	South_Asia	106349.3
Android	redmi note 8	82	"Qualcomm Technologies, Inc TRINKET, qcom"	South_Asia	106298.7167
Android	tecno bf7	69	helio a20	South_Asia	106201
Android	vivo 1906	81	Qualcomm 439	South_Asia	106010.4667
iOS	"iPad14,1"	94		North_America	105861
Android	v2534	82	mediatek mt6878  mt6878	India	105846.9667
Android	v2351	79	mediatek mt6835  mt6835	India	105609.65
Android	rmx3933	68		South_Asia	105569.3833
Android	redmi k20 pro	88	qualcomm 855	India	105468.9667
Android	23053rn02a	72	", mt6768"	South_Asia	105466.3333
Android	tecno ki5k	71	unisoc t606	South_Asia	105376.7833
Android	sm-g9730	84	Exynos 9820	China_Mainland	105294.4167
Android	2411drn47i	83	qualcomm 4 Gen 2	India	105288.4833
Android	sm-a705fn	80	qualcomm 675	Middle_East	105193.8333
Android	sm-e556b	85	qualcomm 7 gen 1	India	105075.8333
Android	m2006c3lg	64		South_America	104638.0833
Android	rmx3710	72		South_Asia	104473.8833
Android	moto g96 5g	85	qualcomm 7s Gen 2	India	104338.75
Android	v2102	81	Qualcomm 439	South_Asia	104251.9833
Android	opd2301	75		China_Mainland	104227.4667
Android	24049rn28l	75	helio p65	South_America	104205.7667
Android	sm-a217m	81	samsung exynos 850  exynos850	South_America	104180.5
Android	sm-a235m	82	qualcomm 680	South_America	104152.85
